Seed,N,Subset_Key,Subset_Position,Train_Row_Index,Sample_ID,Potability
4529,16,S4529_N16,11,1537,WP_1076,0
4529,16,S4529_N16,12,470,WP_1450,1
4529,16,S4529_N16,13,22,WP_0973,1
4529,16,S4529_N16,14,804,WP_1053,0
4529,16,S4529_N16,15,980,WP_1895,0
4529,32,S4529_N32,0,739,WP_0401,0
4529,32,S4529_N32,1,1225,WP_1220,1
4529,32,S4529_N32,2,1139,WP_0548,0
4529,32,S4529_N32,3,266,WP_1627,0
4529,32,S4529_N32,4,1191,WP_0730,1
4529,32,S4529_N32,5,384,WP_1806,0
4529,32,S4529_N32,6,22,WP_0973,1
4529,32,S4529_N32,7,470,WP_1450,1
4529,32,S4529_N32,8,1563,WP_1258,1
4529,32,S4529_N32,9,690,WP_1296,0
4529,32,S4529_N32,10,1106,WP_0209,1
4529,32,S4529_N32,11,301,WP_0675,1
4529,32,S4529_N32,12,1325,WP_1916,1
4529,32,S4529_N32,13,1009,WP_1092,0
4529,32,S4529_N32,14,786,WP_0969,1
4529,32,S4529_N32,15,852,WP_0937,1
4529,32,S4529_N32,16,1167,WP_0133,0
4529,32,S4529_N32,17,1569,WP_0733,1
4529,32,S4529_N32,18,980,WP_1895,0
4529,32,S4529_N32,19,159,WP_1132,0
4529,32,S4529_N32,20,452,WP_0438,1
4529,32,S4529_N32,21,81,WP_0322,0
4529,32,S4529_N32,22,829,WP_0585,0
4529,32,S4529_N32,23,1381,WP_1945,1
4529,32,S4529_N32,24,906,WP_1376,0
4529,32,S4529_N32,25,1064,WP_1705,1
4529,32,S4529_N32,26,568,WP_0518,0
4529,32,S4529_N32,27,385,WP_0375,0
4529,32,S4529_N32,28,1537,WP_1076,0
4529,32,S4529_N32,29,1078,WP_0203,1
4529,32,S4529_N32,30,1452,WP_1664,1
4529,32,S4529_N32,31,804,WP_1053,0
4529,64,S4529_N64,0,980,WP_1895,0
4529,64,S4529_N64,1,1139,WP_0548,0
4529,64,S4529_N64,2,829,WP_0585,0
4529,64,S4529_N64,3,1531,WP_1338,0
4529,64,S4529_N64,4,1064,WP_1705,1
4529,64,S4529_N64,5,739,WP_0401,0
4529,64,S4529_N64,6,452,WP_0438,1
4529,64,S4529_N64,7,1330,WP_1958,1
4529,64,S4529_N64,8,901,WP_0208,1
4529,64,S4529_N64,9,1464,WP_0161,1
4529,64,S4529_N64,10,1325,WP_1916,1
4529,64,S4529_N64,11,301,WP_0675,1
4529,64,S4529_N64,12,1504,WP_1304,0
4529,64,S4529_N64,13,385,WP_0375,0
4529,64,S4529_N64,14,771,WP_1541,0
4529,64,S4529_N64,15,372,WP_1412,1
4529,64,S4529_N64,16,1390,WP_0330,0
4529,64,S4529_N64,17,763,WP_0740,1
4529,64,S4529_N64,18,470,WP_1450,1
4529,64,S4529_N64,19,1445,WP_0568,0
4529,64,S4529_N64,20,719,WP_1191,1
4529,64,S4529_N64,21,794,WP_0262,0
4529,64,S4529_N64,22,1106,WP_0209,1
4529,64,S4529_N64,23,1572,WP_1741,1
4529,64,S4529_N64,24,1081,WP_1070,0
4529,64,S4529_N64,25,881,WP_1316,0
4529,64,S4529_N64,26,896,WP_1745,1
4529,64,S4529_N64,27,22,WP_0973,1
4529,64,S4529_N64,28,804,WP_1053,0
4529,64,S4529_N64,29,842,WP_1940,1
4529,64,S4529_N64,30,1138,WP_1502,1
4529,64,S4529_N64,31,1569,WP_0733,1
4529,64,S4529_N64,32,1375,WP_0063,0
4529,64,S4529_N64,33,852,WP_0937,1
4529,64,S4529_N64,34,1381,WP_1945,1
4529,64,S4529_N64,35,596,WP_1941,1
4529,64,S4529_N64,36,1253,WP_1386,0
4529,64,S4529_N64,37,1191,WP_0730,1
4529,64,S4529_N64,38,1563,WP_1258,1
4529,64,S4529_N64,39,1167,WP_0133,0
4529,64,S4529_N64,40,105,WP_0279,0
4529,64,S4529_N64,41,755,WP_1199,1
4529,64,S4529_N64,42,159,WP_1132,0
4529,64,S4529_N64,43,756,WP_1329,0
4529,64,S4529_N64,44,866,WP_1235,1
4529,64,S4529_N64,45,938,WP_1218,1
4529,64,S4529_N64,46,364,WP_1358,0
4529,64,S4529_N64,47,690,WP_1296,0
4529,64,S4529_N64,48,796,WP_0728,1
4529,64,S4529_N64,49,1009,WP_1092,0
4529,64,S4529_N64,50,568,WP_0518,0
4529,64,S4529_N64,51,81,WP_0322,0
4529,64,S4529_N64,52,1078,WP_0203,1
4529,64,S4529_N64,53,1225,WP_1220,1
4529,64,S4529_N64,54,906,WP_1376,0
4529,64,S4529_N64,55,384,WP_1806,0
4529,64,S4529_N64,56,786,WP_0969,1
4529,64,S4529_N64,57,808,WP_0556,0
4529,64,S4529_N64,58,80,WP_1064,0
4529,64,S4529_N64,59,976,WP_1503,1
4529,64,S4529_N64,60,1537,WP_1076,0
4529,64,S4529_N64,61,266,WP_1627,0
4529,64,S4529_N64,62,1452,WP_1664,1
4529,64,S4529_N64,63,1134,WP_1780,0
4530,16,S4530_N16,0,1281,WP_1758,1
4530,16,S4530_N16,1,1057,WP_1067,0
4530,16,S4530_N16,2,1287,WP_0043,0
4530,16,S4530_N16,3,756,WP_1329,0
4530,16,S4530_N16,4,871,WP_1414,1
4530,16,S4530_N16,5,1270,WP_1186,1
4530,16,S4530_N16,6,1405,WP_1900,0
4530,16,S4530_N16,7,808,WP_0556,0
4530,16,S4530_N16,8,1441,WP_2005,1
4530,16,S4530_N16,9,466,WP_1163,1
4530,16,S4530_N16,10,179,WP_0748,1
4530,16,S4530_N16,11,1267,WP_0060,0
4530,16,S4530_N16,12,35,WP_0091,0
4530,16,S4530_N16,13,1106,WP_0209,1
4530,16,S4530_N16,14,144,WP_1973,1
4530,16,S4530_N16,15,1522,WP_0839,0
4530,32,S4530_N32,0,1441,WP_2005,1
4530,32,S4530_N32,1,1057,WP_1067,0
4530,32,S4530_N32,2,144,WP_1973,1
4530,32,S4530_N32,3,466,WP_1163,1
4530,32,S4530_N32,4,267,WP_1099,0
4530,32,S4530_N32,5,685,WP_1182,1
4530,32,S4530_N32,6,1451,WP_1570,0
4530,32,S4530_N32,7,536,WP_1728,1
4530,32,S4530_N32,8,1522,WP_0839,0
4530,32,S4530_N32,9,1514,WP_0067,0
4530,32,S4530_N32,10,1376,WP_0654,0
4530,32,S4530_N32,11,1281,WP_1758,1
4530,32,S4530_N32,12,1277,WP_1572,0
4530,32,S4530_N32,13,1287,WP_0043,0
4530,32,S4530_N32,14,1106,WP_0209,1
4530,32,S4530_N32,15,1324,WP_1911,1
4530,32,S4530_N32,16,756,WP_1329,0
4530,32,S4530_N32,17,35,WP_0091,0
4530,32,S4530_N32,18,908,WP_0684,1
4530,32,S4530_N32,19,1242,WP_1185,1
4530,32,S4530_N32,20,1267,WP_0060,0
4530,32,S4530_N32,21,521,WP_0447,1
4530,32,S4530_N32,22,1405,WP_1900,0
4530,32,S4530_N32,23,808,WP_0556,0
4530,32,S4530_N32,24,92,WP_0645,0
4530,32,S4530_N32,25,1270,WP_1186,1
4530,32,S4530_N32,26,1496,WP_1030,0
4530,32,S4530_N32,27,154,WP_1602,0
4530,32,S4530_N32,28,9,WP_1748,1
4530,32,S4530_N32,29,179,WP_0748,1
4530,32,S4530_N32,30,871,WP_1414,1
4530,32,S4530_N32,31,1452,WP_1664,1
4530,64,S4530_N64,0,101,WP_1655,0
4530,64,S4530_N64,1,8,WP_0513,0
4530,64,S4530_N64,2,808,WP_0556,0
4530,64,S4530_N64,3,903,WP_0427,1
4530,64,S4530_N64,4,138,WP_1309,0
4530,64,S4530_N64,5,1270,WP_1186,1
4530,64,S4530_N64,6,1522,WP_0839,0
4530,64,S4530_N64,7,245,WP_0164,1
4530,64,S4530_N64,8,92,WP_0645,0
4530,64,S4530_N64,9,271,WP_0767,0
4530,64,S4530_N64,10,693,WP_0137,0
4530,64,S4530_N64,11,9,WP_1748,1
4530,64,S4530_N64,12,140,WP_0906,0
4530,64,S4530_N64,13,1226,WP_1922,1
4530,64,S4530_N64,14,447,WP_0844,0
4530,64,S4530_N64,15,179,WP_0748,1
4530,64,S4530_N64,16,144,WP_1973,1
4530,64,S4530_N64,17,340,WP_0155,1
4530,64,S4530_N64,18,28,WP_1437,1
4530,64,S4530_N64,19,466,WP_1163,1
4530,64,S4530_N64,20,440,WP_0463,1
4530,64,S4530_N64,21,267,WP_1099,0
4530,64,S4530_N64,22,1602,WP_1272,0
4530,64,S4530_N64,23,154,WP_1602,0
4530,64,S4530_N64,24,411,WP_1719,1
4530,64,S4530_N64,25,685,WP_1182,1
4530,64,S4530_N64,26,1277,WP_1572,0
4530,64,S4530_N64,27,597,WP_0501,1
4530,64,S4530_N64,28,1496,WP_1030,0
4530,64,S4530_N64,29,1322,WP_1667,1
4530,64,S4530_N64,30,1441,WP_2005,1
4530,64,S4530_N64,31,1039,WP_0680,1
4530,64,S4530_N64,32,1452,WP_1664,1
4530,64,S4530_N64,33,536,WP_1728,1
4530,64,S4530_N64,34,1574,WP_0999,1
4530,64,S4530_N64,35,21,WP_0593,0
4530,64,S4530_N64,36,1405,WP_1900,0
4530,64,S4530_N64,37,1331,WP_1373,0
4530,64,S4530_N64,38,1287,WP_0043,0
4530,64,S4530_N64,39,719,WP_1191,1
4530,64,S4530_N64,40,1376,WP_0654,0
4530,64,S4530_N64,41,1267,WP_0060,0
4530,64,S4530_N64,42,35,WP_0091,0
4530,64,S4530_N64,43,871,WP_1414,1
4530,64,S4530_N64,44,908,WP_0684,1
4530,64,S4530_N64,45,1514,WP_0067,0
4530,64,S4530_N64,46,467,WP_0096,0
4530,64,S4530_N64,47,1057,WP_1067,0
4530,64,S4530_N64,48,839,WP_0630,0
4530,64,S4530_N64,49,1106,WP_0209,1
4530,64,S4530_N64,50,1451,WP_1570,0
4530,64,S4530_N64,51,1242,WP_1185,1
4530,64,S4530_N64,52,1324,WP_1911,1
4530,64,S4530_N64,53,521,WP_0447,1
4530,64,S4530_N64,54,64,WP_1198,1
4530,64,S4530_N64,55,237,WP_0175,1
4530,64,S4530_N64,56,463,WP_1023,0
4530,64,S4530_N64,57,843,WP_0807,0
4530,64,S4530_N64,58,1281,WP_1758,1
4530,64,S4530_N64,59,44,WP_1074,0
4530,64,S4530_N64,60,863,WP_1157,1
4530,64,S4530_N64,61,78,WP_1148,0
4530,64,S4530_N64,62,756,WP_1329,0
4530,64,S4530_N64,63,915,WP_0486,1
4531,16,S4531_N16,0,1482,WP_0126,0
4531,16,S4531_N16,1,1222,WP_0741,1
4531,16,S4531_N16,2,477,WP_1245,1
4531,16,S4531_N16,3,1157,WP_0001,0
4531,16,S4531_N16,4,499,WP_0453,1
4531,16,S4531_N16,5,1242,WP_1185,1
4531,16,S4531_N16,6,715,WP_1420,1
4531,16,S4531_N16,7,1118,WP_1317,0
4531,16,S4531_N16,8,443,WP_1129,0
4531,16,S4531_N16,9,1103,WP_1242,1
4531,16,S4531_N16,10,1494,WP_1351,0
4531,16,S4531_N16,11,17,WP_1489,1
4531,16,S4531_N16,12,1341,WP_0400,0
4531,16,S4531_N16,13,787,WP_1545,0
4531,16,S4531_N16,14,314,WP_1622,0
4531,16,S4531_N16,15,969,WP_0970,1
4531,32,S4531_N32,0,1003,WP_0253,1
4531,32,S4531_N32,1,1482,WP_0126,0
4531,32,S4531_N32,2,817,WP_0415,1
4531,32,S4531_N32,3,1391,WP_0727,1
4531,32,S4531_N32,4,1267,WP_0060,0
4531,32,S4531_N32,5,1494,WP_1351,0
4531,32,S4531_N32,6,477,WP_1245,1
4531,32,S4531_N32,7,1103,WP_1242,1
4531,32,S4531_N32,8,443,WP_1129,0
4531,32,S4531_N32,9,499,WP_0453,1
4531,32,S4531_N32,10,1405,WP_1900,0
4531,32,S4531_N32,11,1341,WP_0400,0
4531,32,S4531_N32,12,1157,WP_0001,0
4531,32,S4531_N32,13,545,WP_1976,1
4531,32,S4531_N32,14,1213,WP_1599,0
4531,32,S4531_N32,15,314,WP_1622,0
4531,32,S4531_N32,16,715,WP_1420,1
4531,32,S4531_N32,17,1222,WP_0741,1
4531,32,S4531_N32,18,1582,WP_0395,0
4531,32,S4531_N32,19,503,WP_1121,0
4531,32,S4531_N32,20,870,WP_1638,0
4531,32,S4531_N32,21,1360,WP_1472,1
4531,32,S4531_N32,22,174,WP_0636,0
4531,32,S4531_N32,23,1597,WP_0031,0
4531,32,S4531_N32,24,787,WP_1545,0
4531,32,S4531_N32,25,969,WP_0970,1
4531,32,S4531_N32,26,1545,WP_1219,1
4531,32,S4531_N32,27,1118,WP_1317,0
4531,32,S4531_N32,28,7,WP_0491,1
4531,32,S4531_N32,29,919,WP_1955,1
4531,32,S4531_N32,30,17,WP_1489,1
4531,32,S4531_N32,31,1242,WP_1185,1
4531,64,S4531_N64,0,443,WP_1129,0
4531,64,S4531_N64,1,1233,WP_0882,0
4531,64,S4531_N64,2,457,WP_1208,1
4531,64,S4531_N64,3,314,WP_1622,0
4531,64,S4531_N64,4,1482,WP_0126,0
4531,64,S4531_N64,5,503,WP_1121,0
4531,64,S4531_N64,6,1341,WP_0400,0
4531,64,S4531_N64,7,834,WP_0782,0
4531,64,S4531_N64,8,1494,WP_1351,0
4531,64,S4531_N64,9,1242,WP_1185,1
4531,64,S4531_N64,10,303,WP_1959,1
4531,64,S4531_N64,11,1545,WP_1219,1
4531,64,S4531_N64,12,1213,WP_1599,0
4531,64,S4531_N64,13,129,WP_0795,0
4531,64,S4531_N64,14,1045,WP_0965,1
4531,64,S4531_N64,15,1177,WP_0230,1
4531,64,S4531_N64,16,999,WP_0566,0
4531,64,S4531_N64,17,13,WP_1410,1
4531,64,S4531_N64,18,787,WP_1545,0
4531,64,S4531_N64,19,830,WP_0188,1
4531,64,S4531_N64,20,1118,WP_1317,0
4531,64,S4531_N64,21,1049,WP_2002,1
4531,64,S4531_N64,22,1057,WP_1067,0
4531,64,S4531_N64,23,7,WP_0491,1
4531,64,S4531_N64,24,530,WP_0847,0
4531,64,S4531_N64,25,477,WP_1245,1
4531,64,S4531_N64,26,817,WP_0415,1
4531,64,S4531_N64,27,591,WP_1356,0
4531,64,S4531_N64,28,902,WP_1095,0
4531,64,S4531_N64,29,1267,WP_0060,0
4531,64,S4531_N64,30,1462,WP_0698,1
4531,64,S4531_N64,31,1040,WP_0523,0
4531,64,S4531_N64,32,633,WP_1189,1
4531,64,S4531_N64,33,1405,WP_1900,0
4531,64,S4531_N64,34,969,WP_0970,1
4531,64,S4531_N64,35,1103,WP_1242,1
4531,64,S4531_N64,36,941,WP_1634,0
4531,64,S4531_N64,37,1597,WP_0031,0
4531,64,S4531_N64,38,796,WP_0728,1
4531,64,S4531_N64,39,715,WP_1420,1
4531,64,S4531_N64,40,1332,WP_0667,0
4531,64,S4531_N64,41,174,WP_0636,0
4531,64,S4531_N64,42,925,WP_1783,0
4531,64,S4531_N64,43,499,WP_0453,1
4531,64,S4531_N64,44,509,WP_1693,1
4531,64,S4531_N64,45,1391,WP_0727,1
4531,64,S4531_N64,46,545,WP_1976,1
4531,64,S4531_N64,47,79,WP_1528,0
4531,64,S4531_N64,48,890,WP_1024,0
4531,64,S4531_N64,49,406,WP_0720,1
4531,64,S4531_N64,50,1360,WP_1472,1
4531,64,S4531_N64,51,1355,WP_1612,0
4531,64,S4531_N64,52,1222,WP_0741,1
4531,64,S4531_N64,53,1318,WP_0964,1
4531,64,S4531_N64,54,169,WP_0198,1
4531,64,S4531_N64,55,304,WP_0167,1
4531,64,S4531_N64,56,17,WP_1489,1
4531,64,S4531_N64,57,870,WP_1638,0
4531,64,S4531_N64,58,1157,WP_0001,0
4531,64,S4531_N64,59,1003,WP_0253,1
4531,64,S4531_N64,60,919,WP_1955,1
4531,64,S4531_N64,61,1573,WP_1166,1
4531,64,S4531_N64,62,1582,WP_0395,0
4531,64,S4531_N64,63,595,WP_1874,0
4532,16,S4532_N16,0,714,WP_0264,0
4532,16,S4532_N16,1,1346,WP_1018,0
4532,16,S4532_N16,2,1278,WP_1487,1
4532,16,S4532_N16,3,928,WP_0081,0
4532,16,S4532_N16,4,1522,WP_0839,0
4532,16,S4532_N16,5,204,WP_1172,1
4532,16,S4532_N16,6,988,WP_1914,1
4532,16,S4532_N16,7,100,WP_1007,1
4532,16,S4532_N16,8,467,WP_0096,0
4532,16,S4532_N16,9,409,WP_0030,0
4532,16,S4532_N16,10,640,WP_1156,0
4532,16,S4532_N16,11,262,WP_0173,1
4532,16,S4532_N16,12,596,WP_1941,1
4532,16,S4532_N16,13,864,WP_1897,0
4532,16,S4532_N16,14,1193,WP_1231,1
4532,16,S4532_N16,15,593,WP_0224,1
4532,32,S4532_N32,0,714,WP_0264,0
4532,32,S4532_N32,1,593,WP_0224,1
4532,32,S4532_N32,2,262,WP_0173,1
4532,32,S4532_N32,3,1204,WP_0671,1
4532,32,S4532_N32,4,467,WP_0096,0
4532,32,S4532_N32,5,1346,WP_1018,0
4532,32,S4532_N32,6,1522,WP_0839,0
4532,32,S4532_N32,7,1484,WP_0420,1
4532,32,S4532_N32,8,1585,WP_0856,0
4532,32,S4532_N32,9,204,WP_1172,1
4532,32,S4532_N32,10,100,WP_1007,1
4532,32,S4532_N32,11,997,WP_0569,0
4532,32,S4532_N32,12,166,WP_0123,0
4532,32,S4532_N32,13,1278,WP_1487,1
4532,32,S4532_N32,14,96,WP_1165,1
4532,32,S4532_N32,15,422,WP_0898,0
4532,32,S4532_N32,16,596,WP_1941,1
4532,32,S4532_N32,17,621,WP_1213,1
4532,32,S4532_N32,18,864,WP_1897,0
4532,32,S4532_N32,19,1193,WP_1231,1
4532,32,S4532_N32,20,48,WP_0115,0
4532,32,S4532_N32,21,1074,WP_1409,1
4532,32,S4532_N32,22,410,WP_0154,0
4532,32,S4532_N32,23,928,WP_0081,0
4532,32,S4532_N32,24,640,WP_1156,0
4532,32,S4532_N32,25,988,WP_1914,1
4532,32,S4532_N32,26,950,WP_0207,1
4532,32,S4532_N32,27,353,WP_0904,0
4532,32,S4532_N32,28,776,WP_1419,1
4532,32,S4532_N32,29,1271,WP_1737,1
4532,32,S4532_N32,30,1184,WP_0105,0
4532,32,S4532_N32,31,409,WP_0030,0
4532,64,S4532_N64,0,1082,WP_1476,1
4532,64,S4532_N64,1,139,WP_0612,0
4532,64,S4532_N64,2,1370,WP_1105,0
4532,64,S4532_N64,3,467,WP_0096,0
4532,64,S4532_N64,4,724,WP_1933,1
4532,64,S4532_N64,5,48,WP_0115,0
4532,64,S4532_N64,6,1585,WP_0856,0
4532,64,S4532_N64,7,1123,WP_0419,1
4532,64,S4532_N64,8,353,WP_0904,0
4532,64,S4532_N64,9,1357,WP_1408,1
4532,64,S4532_N64,10,96,WP_1165,1
4532,64,S4532_N64,11,593,WP_0224,1
4532,64,S4532_N64,12,827,WP_0331,0
4532,64,S4532_N64,13,1430,WP_1318,0
4532,64,S4532_N64,14,1103,WP_1242,1
4532,64,S4532_N64,15,410,WP_0154,0
4532,64,S4532_N64,16,596,WP_1941,1
4532,64,S4532_N64,17,621,WP_1213,1
4532,64,S4532_N64,18,895,WP_0489,1
4532,64,S4532_N64,19,1055,WP_0966,1
4532,64,S4532_N64,20,575,WP_1243,1
4532,64,S4532_N64,21,1184,WP_0105,0
4532,64,S4532_N64,22,429,WP_0136,0
4532,64,S4532_N64,23,950,WP_0207,1
4532,64,S4532_N64,24,166,WP_0123,0
4532,64,S4532_N64,25,100,WP_1007,1
4532,64,S4532_N64,26,151,WP_0536,0
4532,64,S4532_N64,27,19,WP_1325,0
4532,64,S4532_N64,28,965,WP_1711,1
4532,64,S4532_N64,29,150,WP_1884,0
4532,64,S4532_N64,30,859,WP_1234,1
4532,64,S4532_N64,31,1346,WP_1018,0
4532,64,S4532_N64,32,1122,WP_1079,0
4532,64,S4532_N64,33,1494,WP_1351,0
4532,64,S4532_N64,34,640,WP_1156,0
4532,64,S4532_N64,35,776,WP_1419,1
4532,64,S4532_N64,36,195,WP_0496,1
4532,64,S4532_N64,37,628,WP_0303,0
4532,64,S4532_N64,38,1074,WP_1409,1
4532,64,S4532_N64,39,1199,WP_0216,1
4532,64,S4532_N64,40,714,WP_0264,0
4532,64,S4532_N64,41,997,WP_0569,0
4532,64,S4532_N64,42,51,WP_1750,1
4532,64,S4532_N64,43,262,WP_0173,1
4532,64,S4532_N64,44,928,WP_0081,0
4532,64,S4532_N64,45,864,WP_1897,0
4532,64,S4532_N64,46,988,WP_1914,1
4532,64,S4532_N64,47,26,WP_1869,0
4532,64,S4532_N64,48,944,WP_1828,0
4532,64,S4532_N64,49,810,WP_0579,0
4532,64,S4532_N64,50,178,WP_0919,1
4532,64,S4532_N64,51,1424,WP_0574,0
4532,64,S4532_N64,52,1327,WP_1431,1
4532,64,S4532_N64,53,1204,WP_0671,1
4532,64,S4532_N64,54,204,WP_1172,1
4532,64,S4532_N64,55,1259,WP_0027,0
4532,64,S4532_N64,56,409,WP_0030,0
4532,64,S4532_N64,57,1522,WP_0839,0
4532,64,S4532_N64,58,1193,WP_1231,1
4532,64,S4532_N64,59,940,WP_1749,1
4532,64,S4532_N64,60,1484,WP_0420,1
4532,64,S4532_N64,61,1278,WP_1487,1
4532,64,S4532_N64,62,1271,WP_1737,1
4532,64,S4532_N64,63,422,WP_0898,0
4533,16,S4533_N16,0,297,WP_1000,1
4533,16,S4533_N16,1,726,WP_0621,0
4533,16,S4533_N16,2,468,WP_1413,1
4533,16,S4533_N16,3,960,WP_1364,0
4533,16,S4533_N16,4,781,WP_1568,0
4533,16,S4533_N16,5,1156,WP_1021,0
4533,16,S4533_N16,6,1047,WP_0544,0
4533,16,S4533_N16,7,487,WP_0682,1
4533,16,S4533_N16,8,1399,WP_1357,0
4533,16,S4533_N16,9,1088,WP_0166,1
4533,16,S4533_N16,10,1583,WP_0887,0
4533,16,S4533_N16,11,394,WP_1736,1
4533,16,S4533_N16,12,1106,WP_0209,1
4533,16,S4533_N16,13,386,WP_1809,0
4533,16,S4533_N16,14,836,WP_1756,1
4533,16,S4533_N16,15,629,WP_1477,1
4533,32,S4533_N32,0,1156,WP_1021,0
4533,32,S4533_N32,1,629,WP_1477,1
4533,32,S4533_N32,2,1541,WP_0522,0
4533,32,S4533_N32,3,781,WP_1568,0
4533,32,S4533_N32,4,1016,WP_0143,0
4533,32,S4533_N32,5,487,WP_0682,1
4533,32,S4533_N32,6,1154,WP_1585,0
4533,32,S4533_N32,7,468,WP_1413,1
4533,32,S4533_N32,8,1583,WP_0887,0
4533,32,S4533_N32,9,297,WP_1000,1
4533,32,S4533_N32,10,1106,WP_0209,1
4533,32,S4533_N32,11,1399,WP_1357,0
4533,32,S4533_N32,12,960,WP_1364,0
4533,32,S4533_N32,13,1326,WP_0941,1
4533,32,S4533_N32,14,846,WP_0211,1
4533,32,S4533_N32,15,428,WP_1006,1
4533,32,S4533_N32,16,216,WP_1312,0
4533,32,S4533_N32,17,1199,WP_0216,1
4533,32,S4533_N32,18,1047,WP_0544,0
4533,32,S4533_N32,19,726,WP_0621,0
4533,32,S4533_N32,20,386,WP_1809,0
4533,32,S4533_N32,21,394,WP_1736,1
4533,32,S4533_N32,22,558,WP_0729,1
4533,32,S4533_N32,23,1345,WP_1197,1
4533,32,S4533_N32,24,1088,WP_0166,1
4533,32,S4533_N32,25,365,WP_1544,0
4533,32,S4533_N32,26,736,WP_0352,0
4533,32,S4533_N32,27,532,WP_1658,0
4533,32,S4533_N32,28,836,WP_1756,1
4533,32,S4533_N32,29,383,WP_2011,1
4533,32,S4533_N32,30,142,WP_0078,0
4533,32,S4533_N32,31,1572,WP_1741,1
4533,64,S4533_N64,0,1047,WP_0544,0
4533,64,S4533_N64,1,471,WP_0776,0
4533,64,S4533_N64,2,75,WP_1603,0
4533,64,S4533_N64,3,142,WP_0078,0
4533,64,S4533_N64,4,1548,WP_0607,0
4533,64,S4533_N64,5,427,WP_0345,0
4533,64,S4533_N64,6,736,WP_0352,0
4533,64,S4533_N64,7,1026,WP_0716,1
4533,64,S4533_N64,8,729,WP_0625,0
4533,64,S4533_N64,9,428,WP_1006,1
4533,64,S4533_N64,10,649,WP_1542,0
4533,64,S4533_N64,11,836,WP_1756,1
4533,64,S4533_N64,12,296,WP_1578,0
4533,64,S4533_N64,13,1155,WP_1239,1
4533,64,S4533_N64,14,438,WP_0256,1
4533,64,S4533_N64,15,1088,WP_0166,1
4533,64,S4533_N64,16,1156,WP_1021,0
4533,64,S4533_N64,17,487,WP_0682,1
4533,64,S4533_N64,18,394,WP_1736,1
4533,64,S4533_N64,19,1556,WP_1740,1
4533,64,S4533_N64,20,1016,WP_0143,0
4533,64,S4533_N64,21,781,WP_1568,0
4533,64,S4533_N64,22,1299,WP_0418,1
4533,64,S4533_N64,23,1045,WP_0965,1
4533,64,S4533_N64,24,1399,WP_1357,0
4533,64,S4533_N64,25,383,WP_2011,1
4533,64,S4533_N64,26,554,WP_1905,0
4533,64,S4533_N64,27,532,WP_1658,0
4533,64,S4533_N64,28,468,WP_1413,1
4533,64,S4533_N64,29,1326,WP_0941,1
4533,64,S4533_N64,30,1199,WP_0216,1
4533,64,S4533_N64,31,332,WP_1145,0
4533,64,S4533_N64,32,1123,WP_0419,1
4533,64,S4533_N64,33,414,WP_1848,0
4533,64,S4533_N64,34,558,WP_0729,1
4533,64,S4533_N64,35,629,WP_1477,1
4533,64,S4533_N64,36,386,WP_1809,0
4533,64,S4533_N64,37,1223,WP_1112,0
4533,64,S4533_N64,38,960,WP_1364,0
4533,64,S4533_N64,39,1191,WP_0730,1
4533,64,S4533_N64,40,204,WP_1172,1
4533,64,S4533_N64,41,1106,WP_0209,1
4533,64,S4533_N64,42,666,WP_0495,1
4533,64,S4533_N64,43,937,WP_1580,0
4533,64,S4533_N64,44,725,WP_0241,1
4533,64,S4533_N64,45,1572,WP_1741,1
4533,64,S4533_N64,46,846,WP_0211,1
4533,64,S4533_N64,47,297,WP_1000,1
4533,64,S4533_N64,48,216,WP_1312,0
4533,64,S4533_N64,49,365,WP_1544,0
4533,64,S4533_N64,50,1541,WP_0522,0
4533,64,S4533_N64,51,1526,WP_1836,0
4533,64,S4533_N64,52,1154,WP_1585,0
4533,64,S4533_N64,53,1019,WP_0928,1
4533,64,S4533_N64,54,1481,WP_1734,1
4533,64,S4533_N64,55,1583,WP_0887,0
4533,64,S4533_N64,56,1345,WP_1197,1
4533,64,S4533_N64,57,653,WP_0855,0
4533,64,S4533_N64,58,597,WP_0501,1
4533,64,S4533_N64,59,238,WP_0672,1
4533,64,S4533_N64,60,726,WP_0621,0
4533,64,S4533_N64,61,757,WP_1085,0
4533,64,S4533_N64,62,1108,WP_0202,1
4533,64,S4533_N64,63,904,WP_0301,0
4534,16,S4534_N16,0,863,WP_1157,1
4534,16,S4534_N16,1,161,WP_1398,0
4534,16,S4534_N16,2,465,WP_1537,0
4534,16,S4534_N16,3,249,WP_0011,0
4534,16,S4534_N16,4,1569,WP_0733,1
4534,16,S4534_N16,5,948,WP_0450,1
4534,16,S4534_N16,6,415,WP_1496,1
4534,16,S4534_N16,7,354,WP_0732,1
4534,16,S4534_N16,8,1341,WP_0400,0
4534,16,S4534_N16,9,843,WP_0807,0
4534,16,S4534_N16,10,1121,WP_0563,0
4534,16,S4534_N16,11,720,WP_0444,1
4534,16,S4534_N16,12,61,WP_1686,1
4534,16,S4534_N16,13,1464,WP_0161,1
4534,16,S4534_N16,14,427,WP_0345,0
4534,16,S4534_N16,15,82,WP_1273,0
4534,32,S4534_N32,0,863,WP_1157,1
4534,32,S4534_N32,1,61,WP_1686,1
4534,32,S4534_N32,2,843,WP_0807,0
4534,32,S4534_N32,3,885,WP_1459,1
4534,32,S4534_N32,4,415,WP_1496,1
4534,32,S4534_N32,5,354,WP_0732,1
4534,32,S4534_N32,6,249,WP_0011,0
