Split_Number,Repeat,Fold,Sample_ID,Potability,Role
3,1,3,WP_1068,0,Train
3,1,3,WP_0386,0,Train
3,1,3,WP_1167,1,Train
3,1,3,WP_0390,0,Train
3,1,3,WP_2005,1,Train
3,1,3,WP_1015,0,Train
3,1,3,WP_0338,0,Train
3,1,3,WP_0199,1,Train
3,1,3,WP_0568,0,Train
3,1,3,WP_0157,1,Train
3,1,3,WP_1193,1,Train
3,1,3,WP_1597,0,Train
3,1,3,WP_1025,0,Train
3,1,3,WP_1570,0,Train
3,1,3,WP_1664,1,Train
3,1,3,WP_0291,0,Train
3,1,3,WP_1639,0,Train
3,1,3,WP_1143,0,Train
3,1,3,WP_0148,0,Train
3,1,3,WP_0295,0,Train
3,1,3,WP_0744,1,Train
3,1,3,WP_1141,0,Train
3,1,3,WP_0698,1,Train
3,1,3,WP_1796,0,Train
3,1,3,WP_1899,0,Train
3,1,3,WP_0846,0,Train
3,1,3,WP_0808,0,Train
3,1,3,WP_0561,0,Train
3,1,3,WP_0144,0,Train
3,1,3,WP_1379,0,Train
3,1,3,WP_0119,0,Train
3,1,3,WP_1460,1,Train
3,1,3,WP_0805,0,Train
3,1,3,WP_0950,1,Train
3,1,3,WP_1734,1,Train
3,1,3,WP_0176,1,Train
3,1,3,WP_0420,1,Train
3,1,3,WP_0859,0,Train
3,1,3,WP_0647,0,Train
3,1,3,WP_1611,0,Train
3,1,3,WP_0524,0,Train
3,1,3,WP_0488,1,Train
3,1,3,WP_0448,1,Train
3,1,3,WP_1351,0,Train
3,1,3,WP_1654,0,Train
3,1,3,WP_1030,0,Train
3,1,3,WP_0688,1,Train
3,1,3,WP_0499,1,Train
3,1,3,WP_1703,1,Train
3,1,3,WP_0014,0,Train
3,1,3,WP_1504,1,Train
3,1,3,WP_1044,0,Train
3,1,3,WP_1304,0,Train
3,1,3,WP_1875,0,Train
3,1,3,WP_0358,0,Train
3,1,3,WP_1755,1,Train
3,1,3,WP_1019,0,Train
3,1,3,WP_1109,0,Train
3,1,3,WP_0152,0,Train
3,1,3,WP_0036,0,Train
3,1,3,WP_0883,0,Train
3,1,3,WP_0016,0,Train
3,1,3,WP_0294,0,Train
3,1,3,WP_1681,1,Train
3,1,3,WP_0273,0,Train
3,1,3,WP_1950,1,Train
3,1,3,WP_1338,0,Train
3,1,3,WP_0815,0,Train
3,1,3,WP_0109,0,Train
3,1,3,WP_1577,0,Train
3,1,3,WP_1138,0,Train
3,1,3,WP_1605,0,Train
3,1,3,WP_1254,1,Train
3,1,3,WP_0600,0,Train
3,1,3,WP_0522,0,Train
3,1,3,WP_0656,0,Train
3,1,3,WP_1219,1,Train
3,1,3,WP_1406,0,Train
3,1,3,WP_0866,0,Train
3,1,3,WP_0607,0,Train
3,1,3,WP_1992,1,Train
3,1,3,WP_1788,0,Train
3,1,3,WP_1649,0,Train
3,1,3,WP_1284,0,Train
3,1,3,WP_1114,0,Train
3,1,3,WP_0604,0,Train
3,1,3,WP_0498,1,Train
3,1,3,WP_1957,1,Train
3,1,3,WP_1327,0,Train
3,1,3,WP_0429,1,Train
3,1,3,WP_0605,0,Train
3,1,3,WP_1258,1,Train
3,1,3,WP_1917,1,Train
3,1,3,WP_0601,0,Train
3,1,3,WP_1174,1,Train
3,1,3,WP_0818,0,Train
3,1,3,WP_0733,1,Train
3,1,3,WP_1390,0,Train
3,1,3,WP_1741,1,Train
3,1,3,WP_1166,1,Train
3,1,3,WP_0999,1,Train
3,1,3,WP_1610,0,Train
3,1,3,WP_0651,0,Train
3,1,3,WP_0712,1,Train
3,1,3,WP_0054,0,Train
3,1,3,WP_1384,0,Train
3,1,3,WP_1454,1,Train
3,1,3,WP_0887,0,Train
3,1,3,WP_0856,0,Train
3,1,3,WP_1393,0,Train
3,1,3,WP_0348,0,Train
3,1,3,WP_0770,0,Train
3,1,3,WP_0306,0,Train
3,1,3,WP_0884,0,Train
3,1,3,WP_0088,0,Train
3,1,3,WP_1122,0,Train
3,1,3,WP_0734,1,Train
3,1,3,WP_0100,0,Train
3,1,3,WP_1648,0,Train
3,1,3,WP_0031,0,Train
3,1,3,WP_0405,0,Train
3,1,3,WP_1401,0,Train
3,1,3,WP_1272,0,Train
3,1,3,WP_0442,1,Train
3,1,3,WP_1641,0,Train
3,1,3,WP_1017,0,Train
3,1,3,WP_1395,0,Train
3,1,3,WP_1593,0,Validation
3,1,3,WP_0594,0,Validation
3,1,3,WP_1489,1,Validation
3,1,3,WP_0626,0,Validation
3,1,3,WP_1325,0,Validation
3,1,3,WP_2009,1,Validation
3,1,3,WP_0090,0,Validation
3,1,3,WP_1604,0,Validation
3,1,3,WP_1841,0,Validation
3,1,3,WP_1225,1,Validation
3,1,3,WP_1686,1,Validation
3,1,3,WP_0150,0,Validation
3,1,3,WP_1820,0,Validation
3,1,3,WP_1248,1,Validation
3,1,3,WP_1851,0,Validation
3,1,3,WP_1603,0,Validation
3,1,3,WP_0764,0,Validation
3,1,3,WP_1159,1,Validation
3,1,3,WP_1949,1,Validation
3,1,3,WP_0905,0,Validation
3,1,3,WP_0645,0,Validation
3,1,3,WP_0374,0,Validation
3,1,3,WP_0565,0,Validation
3,1,3,WP_1165,1,Validation
3,1,3,WP_0121,0,Validation
3,1,3,WP_0324,0,Validation
3,1,3,WP_1270,0,Validation
3,1,3,WP_1986,1,Validation
3,1,3,WP_0842,0,Validation
3,1,3,WP_0872,0,Validation
3,1,3,WP_0180,1,Validation
3,1,3,WP_1335,0,Validation
3,1,3,WP_0361,0,Validation
3,1,3,WP_0612,0,Validation
3,1,3,WP_0935,1,Validation
3,1,3,WP_0456,1,Validation
3,1,3,WP_1927,1,Validation
3,1,3,WP_1602,0,Validation
3,1,3,WP_0377,0,Validation
3,1,3,WP_1398,0,Validation
3,1,3,WP_0198,1,Validation
3,1,3,WP_0255,1,Validation
3,1,3,WP_0695,1,Validation
3,1,3,WP_1699,1,Validation
3,1,3,WP_0919,1,Validation
3,1,3,WP_0304,0,Validation
3,1,3,WP_1326,0,Validation
3,1,3,WP_1853,0,Validation
3,1,3,WP_0145,0,Validation
3,1,3,WP_1514,1,Validation
3,1,3,WP_1924,1,Validation
3,1,3,WP_1367,0,Validation
3,1,3,WP_0766,0,Validation
3,1,3,WP_0079,0,Validation
3,1,3,WP_1617,0,Validation
3,1,3,WP_1536,0,Validation
3,1,3,WP_0508,0,Validation
3,1,3,WP_1868,0,Validation
3,1,3,WP_0560,0,Validation
3,1,3,WP_0642,0,Validation
3,1,3,WP_1171,1,Validation
3,1,3,WP_0547,0,Validation
3,1,3,WP_0175,1,Validation
3,1,3,WP_1688,1,Validation
3,1,3,WP_1735,1,Validation
3,1,3,WP_0951,1,Validation
3,1,3,WP_0108,0,Validation
3,1,3,WP_0283,0,Validation
3,1,3,WP_1787,0,Validation
3,1,3,WP_1578,0,Validation
3,1,3,WP_0167,1,Validation
3,1,3,WP_1800,0,Validation
3,1,3,WP_1203,1,Validation
3,1,3,WP_0228,1,Validation
3,1,3,WP_0278,0,Validation
3,1,3,WP_0170,1,Validation
3,1,3,WP_1179,1,Validation
3,1,3,WP_1919,1,Validation
3,1,3,WP_1908,0,Validation
3,1,3,WP_0529,0,Validation
3,1,3,WP_0732,1,Validation
3,1,3,WP_1358,0,Validation
3,1,3,WP_1609,0,Validation
3,1,3,WP_0609,0,Validation
3,1,3,WP_2011,1,Validation
3,1,3,WP_1806,0,Validation
3,1,3,WP_0066,0,Validation
3,1,3,WP_1642,0,Validation
3,1,3,WP_0135,0,Validation
3,1,3,WP_0366,0,Validation
3,1,3,WP_1469,1,Validation
3,1,3,WP_0256,1,Validation
3,1,3,WP_1016,0,Validation
3,1,3,WP_1129,0,Validation
3,1,3,WP_0666,0,Validation
3,1,3,WP_0947,1,Validation
3,1,3,WP_1208,1,Validation
3,1,3,WP_0697,1,Validation
3,1,3,WP_0038,0,Validation
3,1,3,WP_0096,0,Validation
3,1,3,WP_1413,1,Validation
3,1,3,WP_0776,0,Validation
3,1,3,WP_1279,0,Validation
3,1,3,WP_1245,1,Validation
3,1,3,WP_1355,0,Validation
3,1,3,WP_0334,0,Validation
3,1,3,WP_0530,0,Validation
3,1,3,WP_0453,1,Validation
3,1,3,WP_1241,1,Validation
3,1,3,WP_1121,0,Validation
3,1,3,WP_1715,1,Validation
3,1,3,WP_0021,0,Validation
3,1,3,WP_1468,1,Validation
3,1,3,WP_0610,0,Validation
3,1,3,WP_0535,0,Validation
3,1,3,WP_0317,0,Validation
3,1,3,WP_0518,0,Validation
3,1,3,WP_1201,1,Validation
3,1,3,WP_1243,1,Validation
3,1,3,WP_1353,0,Validation
3,1,3,WP_0889,0,Validation
3,1,3,WP_1436,1,Validation
3,1,3,WP_0190,1,Validation
3,1,3,WP_0516,0,Validation
3,1,3,WP_1901,0,Validation
3,1,3,WP_1482,1,Validation
3,1,3,WP_1707,1,Validation
3,1,3,WP_1449,1,Validation
3,1,3,WP_0271,0,Validation
3,1,3,WP_0303,0,Validation
3,1,3,WP_0009,0,Validation
3,1,3,WP_1156,0,Validation
3,1,3,WP_0500,1,Validation
3,1,3,WP_1657,0,Validation
3,1,3,WP_1713,1,Validation
3,1,3,WP_0533,0,Validation
3,1,3,WP_1931,1,Validation
3,1,3,WP_0562,0,Validation
3,1,3,WP_0440,1,Validation
3,1,3,WP_1182,1,Validation
3,1,3,WP_1746,1,Validation
3,1,3,WP_0384,0,Validation
3,1,3,WP_1370,0,Validation
3,1,3,WP_1803,0,Validation
3,1,3,WP_0763,0,Validation
3,1,3,WP_1546,0,Validation
3,1,3,WP_0296,0,Validation
3,1,3,WP_1191,1,Validation
3,1,3,WP_0177,1,Validation
3,1,3,WP_0352,0,Validation
3,1,3,WP_0769,0,Validation
3,1,3,WP_1341,0,Validation
3,1,3,WP_1086,0,Validation
3,1,3,WP_1694,1,Validation
3,1,3,WP_0550,0,Validation
3,1,3,WP_1054,0,Validation
3,1,3,WP_0789,0,Validation
3,1,3,WP_0954,1,Validation
3,1,3,WP_1062,0,Validation
3,1,3,WP_1801,0,Validation
3,1,3,WP_0160,1,Validation
3,1,3,WP_1575,0,Validation
3,1,3,WP_0415,1,Validation
3,1,3,WP_0857,0,Validation
3,1,3,WP_1996,1,Validation
3,1,3,WP_0331,0,Validation
3,1,3,WP_0188,1,Validation
3,1,3,WP_0977,1,Validation
3,1,3,WP_0630,0,Validation
3,1,3,WP_1940,1,Validation
3,1,3,WP_0211,1,Validation
3,1,3,WP_1181,1,Validation
3,1,3,WP_1262,1,Validation
3,1,3,WP_1467,1,Validation
3,1,3,WP_1235,1,Validation
3,1,3,WP_1414,1,Validation
3,1,3,WP_1363,0,Validation
3,1,3,WP_1459,1,Validation
3,1,3,WP_0489,1,Validation
3,1,3,WP_1211,1,Validation
3,1,3,WP_0467,1,Validation
3,1,3,WP_0382,0,Validation
3,1,3,WP_1009,1,Validation
3,1,3,WP_1935,1,Validation
3,1,3,WP_1352,0,Validation
3,1,3,WP_0392,0,Validation
3,1,3,WP_1676,1,Validation
3,1,3,WP_1580,0,Validation
3,1,3,WP_0354,0,Validation
3,1,3,WP_1634,0,Validation
3,1,3,WP_1452,1,Validation
3,1,3,WP_0450,1,Validation
3,1,3,WP_1584,0,Validation
3,1,3,WP_1858,0,Validation
3,1,3,WP_0825,0,Validation
3,1,3,WP_1939,1,Validation
3,1,3,WP_0404,0,Validation
3,1,3,WP_0634,0,Validation
3,1,3,WP_1084,0,Validation
3,1,3,WP_0629,0,Validation
3,1,3,WP_0541,0,Validation
3,1,3,WP_0916,1,Validation
3,1,3,WP_1846,0,Validation
3,1,3,WP_0026,0,Validation
3,1,3,WP_1092,0,Validation
3,1,3,WP_1751,1,Validation
3,1,3,WP_1494,1,Validation
3,1,3,WP_0408,1,Validation
3,1,3,WP_0861,0,Validation
3,1,3,WP_0351,0,Validation
3,1,3,WP_0680,1,Validation
3,1,3,WP_0544,0,Validation
3,1,3,WP_1088,0,Validation
3,1,3,WP_0966,1,Validation
3,1,3,WP_1228,1,Validation
3,1,3,WP_1037,0,Validation
3,1,3,WP_1070,0,Validation
3,1,3,WP_0163,1,Validation
3,1,3,WP_0004,0,Validation
3,1,3,WP_0013,0,Validation
3,1,3,WP_1987,1,Validation
3,1,3,WP_1242,1,Validation
3,1,3,WP_0762,0,Validation
3,1,3,WP_0528,0,Validation
3,1,3,WP_1069,0,Validation
3,1,3,WP_0864,0,Validation
3,1,3,WP_0356,0,Validation
3,1,3,WP_1423,1,Validation
3,1,3,WP_1842,0,Validation
3,1,3,WP_0879,0,Validation
3,1,3,WP_1368,0,Validation
3,1,3,WP_1585,0,Validation
3,1,3,WP_1776,0,Validation
3,1,3,WP_1687,1,Validation
3,1,3,WP_1269,0,Validation
3,1,3,WP_0475,1,Validation
3,1,3,WP_0768,0,Validation
3,1,3,WP_0413,1,Validation
3,1,3,WP_0230,1,Validation
3,1,3,WP_0457,1,Validation
3,1,3,WP_0089,0,Validation
3,1,3,WP_0075,0,Validation
3,1,3,WP_0445,1,Validation
3,1,3,WP_1883,0,Validation
3,1,3,WP_0793,0,Validation
3,1,3,WP_1922,1,Validation
3,1,3,WP_0131,0,Validation
3,1,3,WP_0124,0,Validation
3,1,3,WP_0974,1,Validation
3,1,3,WP_1170,1,Validation
3,1,3,WP_0913,1,Validation
3,1,3,WP_1679,1,Validation
3,1,3,WP_0396,0,Validation
3,1,3,WP_0020,0,Validation
3,1,3,WP_0042,0,Validation
3,1,3,WP_0274,0,Validation
3,1,3,WP_1963,1,Validation
3,1,3,WP_1416,1,Validation
3,1,3,WP_1598,0,Validation
3,1,3,WP_1964,1,Validation
3,1,3,WP_0941,1,Validation
3,1,3,WP_0835,0,Validation
3,1,3,WP_1263,0,Validation
3,1,3,WP_0850,0,Validation
3,1,3,WP_1197,1,Validation
3,1,3,WP_1495,1,Validation
3,1,3,WP_0249,1,Validation
3,1,3,WP_1839,0,Validation
3,1,3,WP_1882,0,Validation
3,1,3,WP_0289,0,Validation
3,1,3,WP_1374,0,Validation
3,1,3,WP_1697,1,Validation
3,1,3,WP_0464,1,Validation
3,1,3,WP_0787,0,Validation
3,1,3,WP_0552,0,Validation
3,1,3,WP_0643,0,Validation
3,1,3,WP_1318,0,Validation
3,1,3,WP_0998,1,Validation
3,1,3,WP_1425,1,Validation
3,1,3,WP_1059,0,Validation
3,1,3,WP_0931,1,Validation
3,1,3,WP_0161,1,Validation
3,1,3,WP_1645,0,Validation
3,1,3,WP_1832,0,Validation
3,1,3,WP_0265,0,Validation
3,1,3,WP_0917,1,Validation
3,1,3,WP_1444,1,Validation
3,1,3,WP_1625,0,Validation
3,1,3,WP_0126,0,Validation
3,1,3,WP_1486,1,Validation
3,1,3,WP_0553,0,Validation
3,1,3,WP_1451,1,Validation
3,1,3,WP_1967,1,Validation
3,1,3,WP_1104,0,Validation
3,1,3,WP_0260,0,Validation
3,1,3,WP_0172,1,Validation
3,1,3,WP_1027,0,Validation
3,1,3,WP_0067,0,Validation
3,1,3,WP_1323,0,Validation
3,1,3,WP_0244,1,Validation
3,1,3,WP_0343,0,Validation
3,1,3,WP_0839,0,Validation
3,1,3,WP_1307,0,Validation
3,1,3,WP_1606,0,Validation
3,1,3,WP_1836,0,Validation
3,1,3,WP_1521,0,Validation
3,1,3,WP_0125,0,Validation
3,1,3,WP_1076,0,Validation
3,1,3,WP_0503,1,Validation
3,1,3,WP_1566,0,Validation
3,1,3,WP_0346,0,Validation
3,1,3,WP_0510,0,Validation
3,1,3,WP_1740,1,Validation
3,1,3,WP_0022,0,Validation
3,1,3,WP_1303,0,Validation
3,1,3,WP_1280,0,Validation
3,1,3,WP_0395,0,Validation
3,1,3,WP_0472,1,Validation
3,1,3,WP_1158,1,Validation
3,1,3,WP_1038,0,Validation
3,1,3,WP_1371,0,Validation
3,1,3,WP_0958,1,Validation
4,1,4,WP_0515,0,Train
4,1,4,WP_1593,0,Train
4,1,4,WP_1631,0,Train
4,1,4,WP_1669,1,Train
4,1,4,WP_1222,1,Train
4,1,4,WP_0491,1,Train
4,1,4,WP_0513,0,Train
4,1,4,WP_0594,0,Train
4,1,4,WP_1366,0,Train
4,1,4,WP_1247,1,Train
4,1,4,WP_0693,1,Train
4,1,4,WP_0062,0,Train
4,1,4,WP_0128,0,Train
4,1,4,WP_1489,1,Train
4,1,4,WP_0626,0,Train
4,1,4,WP_1325,0,Train
4,1,4,WP_1790,0,Train
4,1,4,WP_0593,0,Train
4,1,4,WP_0973,1,Train
4,1,4,WP_1324,0,Train
4,1,4,WP_2009,1,Train
4,1,4,WP_1190,1,Train
4,1,4,WP_0564,0,Train
4,1,4,WP_1437,1,Train
4,1,4,WP_1708,1,Train
4,1,4,WP_0090,0,Train
4,1,4,WP_1604,0,Train
4,1,4,WP_0653,0,Train
4,1,4,WP_1841,0,Train
4,1,4,WP_0091,0,Train
4,1,4,WP_0258,0,Train
4,1,4,WP_0055,0,Train
4,1,4,WP_0185,1,Train
4,1,4,WP_1834,0,Train
4,1,4,WP_1291,0,Train
4,1,4,WP_0710,1,Train
4,1,4,WP_1257,1,Train
4,1,4,WP_1074,0,Train
4,1,4,WP_1020,0,Train
4,1,4,WP_0002,0,Train
4,1,4,WP_0115,0,Train
4,1,4,WP_1471,1,Train
4,1,4,WP_1817,0,Train
4,1,4,WP_1750,1,Train
4,1,4,WP_1428,1,Train
4,1,4,WP_0240,1,Train
4,1,4,WP_0086,0,Train
4,1,4,WP_1225,1,Train
4,1,4,WP_1978,1,Train
4,1,4,WP_1686,1,Train
4,1,4,WP_0150,0,Train
4,1,4,WP_1812,0,Train
4,1,4,WP_1198,1,Train
4,1,4,WP_0694,1,Train
4,1,4,WP_1483,1,Train
4,1,4,WP_0139,0,Train
4,1,4,WP_1820,0,Train
4,1,4,WP_1248,1,Train
4,1,4,WP_1731,1,Train
4,1,4,WP_1851,0,Train
4,1,4,WP_0097,0,Train
4,1,4,WP_1603,0,Train
4,1,4,WP_0040,0,Train
4,1,4,WP_0019,0,Train
4,1,4,WP_1528,0,Train
4,1,4,WP_1064,0,Train
4,1,4,WP_0322,0,Train
4,1,4,WP_1273,0,Train
4,1,4,WP_0764,0,Train
4,1,4,WP_1159,1,Train
4,1,4,WP_1949,1,Train
4,1,4,WP_1465,1,Train
4,1,4,WP_0905,0,Train
4,1,4,WP_0422,1,Train
4,1,4,WP_1028,0,Train
4,1,4,WP_0862,0,Train
4,1,4,WP_0902,0,Train
4,1,4,WP_0645,0,Train
4,1,4,WP_0374,0,Train
4,1,4,WP_0565,0,Train
4,1,4,WP_0018,0,Train
4,1,4,WP_1165,1,Train
4,1,4,WP_0962,1,Train
4,1,4,WP_1164,1,Train
4,1,4,WP_1007,1,Train
4,1,4,WP_1655,0,Train
4,1,4,WP_0121,0,Train
4,1,4,WP_2010,1,Train
4,1,4,WP_1952,1,Train
4,1,4,WP_0279,0,Train
4,1,4,WP_0385,0,Train
4,1,4,WP_0324,0,Train
4,1,4,WP_0949,1,Train
4,1,4,WP_0433,1,Train
4,1,4,WP_1270,0,Train
4,1,4,WP_1986,1,Train
4,1,4,WP_0842,0,Train
4,1,4,WP_1550,0,Train
4,1,4,WP_0389,0,Train
4,1,4,WP_0872,0,Train
4,1,4,WP_0909,0,Train
4,1,4,WP_0337,0,Train
4,1,4,WP_0180,1,Train
4,1,4,WP_1082,0,Train
4,1,4,WP_0717,1,Train
4,1,4,WP_1802,0,Train
4,1,4,WP_0313,0,Train
4,1,4,WP_1335,0,Train
4,1,4,WP_0268,0,Train
4,1,4,WP_0361,0,Train
4,1,4,WP_0509,0,Train
4,1,4,WP_0465,1,Train
4,1,4,WP_1998,1,Train
4,1,4,WP_1309,0,Train
4,1,4,WP_0612,0,Train
4,1,4,WP_0906,0,Train
4,1,4,WP_0078,0,Train
4,1,4,WP_0935,1,Train
4,1,4,WP_1973,1,Train
4,1,4,WP_0165,1,Train
4,1,4,WP_0790,0,Train
4,1,4,WP_0456,1,Train
4,1,4,WP_1927,1,Train
4,1,4,WP_1702,1,Train
4,1,4,WP_1884,0,Train
4,1,4,WP_0536,0,Train
4,1,4,WP_0469,1,Train
4,1,4,WP_1792,0,Train
4,1,4,WP_1602,0,Train
4,1,4,WP_0377,0,Train
4,1,4,WP_0512,0,Train
4,1,4,WP_1397,0,Train
4,1,4,WP_1155,0,Train
4,1,4,WP_1398,0,Train
4,1,4,WP_1328,0,Train
4,1,4,WP_0342,0,Train
4,1,4,WP_1867,0,Train
4,1,4,WP_0123,0,Train
4,1,4,WP_1629,0,Train
4,1,4,WP_0854,0,Train
4,1,4,WP_0198,1,Train
4,1,4,WP_0255,1,Train
4,1,4,WP_0695,1,Train
4,1,4,WP_1971,1,Train
4,1,4,WP_1461,1,Train
4,1,4,WP_0636,0,Train
4,1,4,WP_1660,1,Train
4,1,4,WP_1699,1,Train
4,1,4,WP_0919,1,Train
4,1,4,WP_0748,1,Train
4,1,4,WP_1878,0,Train
4,1,4,WP_0304,0,Train
4,1,4,WP_0111,0,Train
4,1,4,WP_0298,0,Train
4,1,4,WP_0611,0,Train
4,1,4,WP_0531,0,Train
4,1,4,WP_0094,0,Train
4,1,4,WP_0703,1,Train
4,1,4,WP_0310,0,Train
4,1,4,WP_1326,0,Train
4,1,4,WP_1739,1,Train
4,1,4,WP_0232,1,Train
4,1,4,WP_0496,1,Train
4,1,4,WP_1853,0,Train
4,1,4,WP_0145,0,Train
4,1,4,WP_1514,1,Train
4,1,4,WP_1924,1,Train
4,1,4,WP_1689,1,Train
4,1,4,WP_1862,0,Train
4,1,4,WP_1330,0,Train
4,1,4,WP_0689,1,Train
4,1,4,WP_1480,1,Train
4,1,4,WP_1367,0,Train
4,1,4,WP_0766,0,Train
4,1,4,WP_1557,0,Train
4,1,4,WP_0368,0,Train
4,1,4,WP_0586,0,Train
4,1,4,WP_0079,0,Train
4,1,4,WP_1988,1,Train
4,1,4,WP_1617,0,Train
4,1,4,WP_1312,0,Train
4,1,4,WP_0003,0,Train
4,1,4,WP_1267,0,Train
4,1,4,WP_0691,1,Train
4,1,4,WP_1536,0,Train
4,1,4,WP_0156,1,Train
4,1,4,WP_0781,0,Train
4,1,4,WP_0920,1,Train
4,1,4,WP_0508,0,Train
4,1,4,WP_1868,0,Train
4,1,4,WP_1856,0,Train
4,1,4,WP_1576,0,Train
4,1,4,WP_0560,0,Train
4,1,4,WP_0642,0,Train
4,1,4,WP_1171,1,Train
4,1,4,WP_0547,0,Train
4,1,4,WP_1032,0,Train
4,1,4,WP_0175,1,Train
4,1,4,WP_0672,1,Train
4,1,4,WP_1688,1,Train
4,1,4,WP_0221,1,Train
4,1,4,WP_0164,1,Train
4,1,4,WP_1202,1,Train
4,1,4,WP_0101,0,Train
4,1,4,WP_1709,1,Train
4,1,4,WP_1979,1,Train
4,1,4,WP_1607,0,Train
4,1,4,WP_1089,0,Train
4,1,4,WP_1735,1,Train
4,1,4,WP_1962,1,Train
4,1,4,WP_1087,0,Train
4,1,4,WP_0098,0,Train
4,1,4,WP_0868,0,Train
4,1,4,WP_0035,0,Train
4,1,4,WP_0173,1,Train
4,1,4,WP_0058,0,Train
4,1,4,WP_1290,0,Train
4,1,4,WP_0411,1,Train
4,1,4,WP_1627,0,Train
4,1,4,WP_1099,0,Train
4,1,4,WP_0870,0,Train
4,1,4,WP_0877,0,Train
4,1,4,WP_1513,1,Train
4,1,4,WP_0767,0,Train
4,1,4,WP_1526,0,Train
4,1,4,WP_0702,1,Train
4,1,4,WP_1252,1,Train
4,1,4,WP_1849,0,Train
4,1,4,WP_0102,0,Train
4,1,4,WP_0951,1,Train
4,1,4,WP_0893,0,Train
4,1,4,WP_0108,0,Train
4,1,4,WP_0794,0,Train
4,1,4,WP_0283,0,Train
4,1,4,WP_0394,0,Train
4,1,4,WP_0606,0,Train
4,1,4,WP_1391,0,Train
4,1,4,WP_1787,0,Train
4,1,4,WP_1080,0,Train
4,1,4,WP_0424,1,Train
4,1,4,WP_1822,0,Train
4,1,4,WP_1578,0,Train
4,1,4,WP_1000,1,Train
4,1,4,WP_0994,1,Train
4,1,4,WP_0007,0,Train
4,1,4,WP_0675,1,Train
4,1,4,WP_0167,1,Train
4,1,4,WP_0537,0,Train
4,1,4,WP_1052,0,Train
4,1,4,WP_0953,1,Train
4,1,4,WP_1555,0,Train
4,1,4,WP_0432,1,Train
4,1,4,WP_0468,1,Train
4,1,4,WP_1246,1,Train
4,1,4,WP_1800,0,Train
4,1,4,WP_1622,0,Train
4,1,4,WP_1203,1,Train
4,1,4,WP_0228,1,Train
4,1,4,WP_0711,1,Train
4,1,4,WP_0978,1,Train
4,1,4,WP_0633,0,Train
4,1,4,WP_0340,0,Train
4,1,4,WP_1930,1,Train
4,1,4,WP_0471,1,Train
4,1,4,WP_0278,0,Train
4,1,4,WP_0170,1,Train
4,1,4,WP_1229,1,Train
4,1,4,WP_1271,0,Train
4,1,4,WP_0029,0,Train
4,1,4,WP_1179,1,Train
4,1,4,WP_0402,0,Train
4,1,4,WP_1294,0,Train
4,1,4,WP_1153,0,Train
4,1,4,WP_1145,0,Train
4,1,4,WP_0617,0,Train
4,1,4,WP_0803,0,Train
4,1,4,WP_0222,1,Train
4,1,4,WP_1217,1,Train
4,1,4,WP_1378,0,Train
4,1,4,WP_1919,1,Train
4,1,4,WP_0092,0,Train
4,1,4,WP_0155,1,Train
4,1,4,WP_0700,1,Train
4,1,4,WP_1861,0,Train
4,1,4,WP_0284,0,Train
4,1,4,WP_1908,0,Train
4,1,4,WP_1039,0,Train
4,1,4,WP_1265,0,Train
4,1,4,WP_0664,0,Train
4,1,4,WP_1253,1,Train
4,1,4,WP_1369,0,Train
4,1,4,WP_0529,0,Train
4,1,4,WP_0821,0,Train
4,1,4,WP_0904,0,Train
4,1,4,WP_0732,1,Train
4,1,4,WP_1700,1,Train
4,1,4,WP_1126,0,Train
4,1,4,WP_0761,1,Train
4,1,4,WP_0838,0,Train
4,1,4,WP_1120,0,Train
4,1,4,WP_1358,0,Train
4,1,4,WP_1117,0,Train
4,1,4,WP_1249,1,Train
4,1,4,WP_0229,1,Train
4,1,4,WP_1244,1,Train
4,1,4,WP_1535,0,Train
4,1,4,WP_1829,0,Train
4,1,4,WP_1609,0,Train
4,1,4,WP_0971,1,Train
4,1,4,WP_1123,0,Train
4,1,4,WP_0505,1,Train
4,1,4,WP_0159,1,Train
4,1,4,WP_1375,0,Train
4,1,4,WP_0704,1,Train
4,1,4,WP_2007,1,Train
4,1,4,WP_0609,0,Train
4,1,4,WP_2011,1,Train
4,1,4,WP_1806,0,Train
4,1,4,WP_0066,0,Train
4,1,4,WP_1388,0,Train
4,1,4,WP_1642,0,Train
4,1,4,WP_1823,0,Train
4,1,4,WP_1736,1,Train
4,1,4,WP_0975,1,Train
4,1,4,WP_1236,1,Train
4,1,4,WP_0460,1,Train
4,1,4,WP_0650,0,Train
4,1,4,WP_0106,0,Train
4,1,4,WP_1501,1,Train
4,1,4,WP_1990,1,Train
4,1,4,WP_0943,1,Train
4,1,4,WP_0649,0,Train
4,1,4,WP_1635,0,Train
4,1,4,WP_0823,0,Train
4,1,4,WP_0217,1,Train
4,1,4,WP_0030,0,Train
4,1,4,WP_0154,0,Train
4,1,4,WP_1719,1,Train
4,1,4,WP_1680,1,Train
4,1,4,WP_0753,1,Train
4,1,4,WP_1848,0,Train
4,1,4,WP_0135,0,Train
4,1,4,WP_1031,0,Train
4,1,4,WP_0366,0,Train
4,1,4,WP_0326,0,Train
4,1,4,WP_1469,1,Train
4,1,4,WP_0898,0,Train
4,1,4,WP_0069,0,Train
4,1,4,WP_1722,1,Train
4,1,4,WP_1176,1,Train
4,1,4,WP_1334,0,Train
4,1,4,WP_1006,1,Train
4,1,4,WP_0136,0,Train
