source_index,Potability,split
1440,0,training_pool
1441,0,locked_holdout
1442,0,training_pool
1443,0,training_pool
1444,0,training_pool
1445,0,locked_holdout
1446,0,training_pool
1447,0,locked_holdout
1448,0,locked_holdout
1449,0,training_pool
1450,0,training_pool
1451,0,training_pool
1452,0,training_pool
1453,0,training_pool
1454,0,training_pool
1455,0,training_pool
1456,0,locked_holdout
1457,0,locked_holdout
1458,0,training_pool
1459,0,locked_holdout
1460,0,training_pool
1461,0,training_pool
1462,0,training_pool
1463,0,training_pool
1464,0,training_pool
1465,0,training_pool
1466,0,training_pool
1467,0,training_pool
1468,0,locked_holdout
1469,0,training_pool
1470,0,training_pool
1471,0,locked_holdout
1472,0,training_pool
1473,0,locked_holdout
1474,0,training_pool
1475,0,locked_holdout
1476,0,training_pool
1477,0,training_pool
1478,0,training_pool
1479,0,training_pool
1480,1,training_pool
1481,1,training_pool
1482,1,training_pool
1483,1,training_pool
1484,1,training_pool
1485,1,training_pool
1486,1,training_pool
1487,1,training_pool
1488,1,training_pool
1489,1,training_pool
1490,1,training_pool
1491,1,training_pool
1492,1,locked_holdout
1493,1,training_pool
1494,1,training_pool
1495,1,locked_holdout
1496,1,training_pool
1497,1,training_pool
1498,1,training_pool
1499,1,locked_holdout
1500,1,training_pool
1501,1,training_pool
1502,1,training_pool
1503,1,training_pool
1504,1,training_pool
1505,1,locked_holdout
1506,1,locked_holdout
1507,1,training_pool
1508,1,training_pool
1509,1,training_pool
1510,1,training_pool
1511,1,training_pool
1512,1,training_pool
1513,1,locked_holdout
1514,1,training_pool
1515,1,training_pool
1516,1,training_pool
1517,1,training_pool
1518,1,training_pool
1519,1,training_pool
1520,1,training_pool
1521,1,training_pool
1522,1,training_pool
1523,1,training_pool
1524,1,training_pool
1525,1,training_pool
1526,1,training_pool
1527,1,training_pool
1528,1,training_pool
1529,1,locked_holdout
1530,1,training_pool
1531,1,training_pool
1532,1,locked_holdout
1533,1,training_pool
1534,1,training_pool
1535,1,training_pool
1536,1,training_pool
1537,1,training_pool
1538,1,training_pool
1539,1,training_pool
1540,1,training_pool
1541,1,training_pool
1542,1,training_pool
1543,1,locked_holdout
1544,1,locked_holdout
1545,1,training_pool
1546,1,training_pool
1547,1,training_pool
1548,1,training_pool
1549,1,training_pool
1550,1,locked_holdout
1551,1,training_pool
1552,1,training_pool
1553,1,training_pool
1554,1,locked_holdout
1555,1,locked_holdout
1556,1,training_pool
1557,1,training_pool
1558,1,training_pool
1559,1,training_pool
1560,1,training_pool
1561,1,training_pool
1562,1,training_pool
1563,1,training_pool
1564,1,locked_holdout
1565,1,training_pool
1566,1,locked_holdout
1567,1,training_pool
1568,1,training_pool
1569,1,training_pool
1570,1,training_pool
1571,1,training_pool
1572,1,locked_holdout
1573,1,locked_holdout
1574,1,training_pool
1575,1,training_pool
1576,1,training_pool
1577,1,training_pool
1578,1,training_pool
1579,1,training_pool
1580,1,training_pool
1581,1,training_pool
1582,1,training_pool
1583,1,locked_holdout
1584,1,training_pool
1585,1,training_pool
1586,1,training_pool
1587,1,training_pool
1588,1,locked_holdout
1589,1,training_pool
1590,1,training_pool
1591,1,training_pool
1592,1,locked_holdout
1593,1,training_pool
1594,1,training_pool
1595,1,training_pool
1596,1,training_pool
1597,1,training_pool
1598,1,training_pool
1599,1,training_pool
1600,1,training_pool
1601,1,training_pool
1602,1,training_pool
1603,1,training_pool
1604,1,locked_holdout
1605,1,training_pool
1606,1,training_pool
1607,1,training_pool
1608,1,training_pool
1609,1,training_pool
1610,1,training_pool
1611,1,training_pool
1612,1,locked_holdout
1613,1,training_pool
1614,1,training_pool
1615,1,training_pool
1616,1,training_pool
1617,1,training_pool
1618,1,training_pool
1619,1,training_pool
1620,1,locked_holdout
1621,1,training_pool
1622,1,training_pool
1623,1,training_pool
1624,1,training_pool
1625,1,locked_holdout
1626,1,training_pool
1627,1,training_pool
1628,1,training_pool
1629,1,training_pool
1630,1,locked_holdout
1631,1,training_pool
1632,1,training_pool
1633,1,training_pool
1634,1,locked_holdout
1635,1,training_pool
1636,1,locked_holdout
1637,1,training_pool
1638,1,training_pool
1639,1,training_pool
1640,0,locked_holdout
1641,0,locked_holdout
1642,0,locked_holdout
1643,0,locked_holdout
1644,0,training_pool
1645,0,training_pool
1646,0,training_pool
1647,0,training_pool
1648,0,training_pool
1649,0,locked_holdout
1650,0,training_pool
1651,0,training_pool
1652,0,locked_holdout
1653,0,training_pool
1654,0,training_pool
1655,0,training_pool
1656,0,training_pool
1657,0,training_pool
1658,0,training_pool
1659,0,locked_holdout
1660,0,training_pool
1661,0,locked_holdout
1662,0,training_pool
1663,0,training_pool
1664,0,training_pool
1665,0,training_pool
1666,0,training_pool
1667,0,training_pool
1668,0,training_pool
1669,0,training_pool
1670,0,training_pool
1671,0,training_pool
1672,0,training_pool
1673,0,training_pool
1674,0,training_pool
1675,0,locked_holdout
1676,0,training_pool
1677,0,training_pool
1678,0,training_pool
1679,0,training_pool
1680,0,training_pool
1681,0,training_pool
1682,0,training_pool
1683,0,training_pool
1684,0,training_pool
1685,0,training_pool
1686,0,training_pool
1687,0,training_pool
1688,0,training_pool
1689,0,training_pool
1690,0,training_pool
1691,0,training_pool
1692,0,locked_holdout
1693,0,training_pool
1694,0,locked_holdout
1695,0,training_pool
1696,0,training_pool
1697,0,training_pool
1698,0,training_pool
1699,0,training_pool
1700,0,training_pool
1701,0,training_pool
1702,0,training_pool
1703,0,training_pool
1704,0,training_pool
1705,0,training_pool
1706,0,locked_holdout
1707,0,locked_holdout
1708,0,locked_holdout
1709,0,training_pool
1710,0,training_pool
1711,0,training_pool
1712,0,training_pool
1713,0,training_pool
1714,0,training_pool
1715,0,training_pool
1716,0,locked_holdout
1717,0,training_pool
1718,0,locked_holdout
1719,0,training_pool
1720,0,training_pool
1721,0,locked_holdout
1722,0,locked_holdout
1723,0,training_pool
1724,0,training_pool
1725,0,locked_holdout
1726,0,training_pool
1727,0,training_pool
1728,0,training_pool
1729,0,training_pool
1730,0,training_pool
1731,0,training_pool
1732,0,locked_holdout
1733,0,training_pool
1734,0,training_pool
1735,0,training_pool
1736,0,locked_holdout
1737,0,training_pool
1738,0,training_pool
1739,0,training_pool
1740,0,training_pool
1741,0,locked_holdout
1742,0,training_pool
1743,0,training_pool
1744,0,training_pool
1745,0,locked_holdout
1746,0,training_pool
1747,0,training_pool
1748,0,training_pool
1749,0,training_pool
1750,0,locked_holdout
1751,0,training_pool
1752,0,training_pool
1753,0,training_pool
1754,0,training_pool
1755,0,training_pool
1756,0,training_pool
1757,0,training_pool
1758,0,training_pool
1759,0,training_pool
1760,0,training_pool
1761,0,training_pool
1762,0,training_pool
1763,0,training_pool
1764,0,training_pool
1765,0,locked_holdout
1766,0,training_pool
1767,0,training_pool
1768,0,training_pool
1769,0,training_pool
1770,0,locked_holdout
1771,0,training_pool
1772,0,training_pool
1773,0,training_pool
1774,0,training_pool
1775,0,training_pool
1776,0,training_pool
1777,0,training_pool
1778,0,locked_holdout
1779,0,training_pool
1780,0,training_pool
1781,0,training_pool
1782,0,training_pool
1783,0,training_pool
1784,0,training_pool
1785,0,training_pool
1786,0,training_pool
1787,0,training_pool
1788,0,training_pool
1789,0,training_pool
1790,0,training_pool
1791,0,training_pool
1792,0,training_pool
1793,0,training_pool
1794,0,training_pool
1795,0,locked_holdout
1796,0,training_pool
1797,0,locked_holdout
1798,0,training_pool
1799,0,locked_holdout
1800,0,training_pool
1801,0,training_pool
1802,0,training_pool
1803,0,training_pool
1804,0,training_pool
1805,0,training_pool
1806,0,training_pool
1807,0,training_pool
1808,0,training_pool
1809,0,training_pool
1810,0,training_pool
1811,0,locked_holdout
1812,0,training_pool
1813,0,locked_holdout
1814,0,training_pool
1815,0,training_pool
1816,0,training_pool
1817,0,training_pool
1818,0,training_pool
1819,0,locked_holdout
1820,0,training_pool
1821,0,training_pool
1822,0,locked_holdout
1823,0,training_pool
1824,0,training_pool
1825,0,training_pool
1826,0,training_pool
1827,0,locked_holdout
1828,0,locked_holdout
1829,0,training_pool
1830,0,training_pool
1831,0,training_pool
1832,0,training_pool
1833,0,locked_holdout
1834,0,locked_holdout
1835,0,locked_holdout
1836,0,locked_holdout
1837,0,locked_holdout
1838,0,training_pool
1839,0,training_pool
1840,0,training_pool
1841,0,locked_holdout
1842,0,training_pool
1843,0,locked_holdout
1844,0,locked_holdout
1845,0,training_pool
1846,0,training_pool
1847,0,training_pool
1848,0,training_pool
1849,0,locked_holdout
1850,0,locked_holdout
1851,0,training_pool
1852,0,training_pool
1853,0,training_pool
1854,0,training_pool
1855,0,training_pool
1856,0,locked_holdout
1857,0,training_pool
1858,0,training_pool
1859,0,training_pool
1860,0,training_pool
1861,0,training_pool
1862,0,locked_holdout
1863,0,training_pool
1864,0,locked_holdout
1865,0,training_pool
1866,0,training_pool
1867,0,training_pool
1868,0,locked_holdout
1869,0,training_pool
1870,0,training_pool
1871,0,locked_holdout
1872,0,locked_holdout
1873,0,training_pool
1874,0,training_pool
1875,0,training_pool
1876,0,training_pool
1877,0,training_pool
1878,0,training_pool
1879,0,training_pool
1880,0,training_pool
1881,0,training_pool
1882,0,training_pool
1883,0,training_pool
1884,0,training_pool
1885,0,training_pool
1886,0,training_pool
1887,0,training_pool
1888,0,locked_holdout
1889,0,training_pool
1890,1,training_pool
1891,1,training_pool
1892,1,training_pool
1893,1,training_pool
1894,1,training_pool
1895,1,locked_holdout
1896,1,training_pool
1897,1,locked_holdout
1898,1,training_pool
1899,1,training_pool
1900,1,locked_holdout
1901,1,locked_holdout
1902,1,training_pool
1903,1,locked_holdout
1904,1,training_pool
1905,1,training_pool
1906,1,training_pool
1907,1,training_pool
1908,1,locked_holdout
1909,1,training_pool
1910,1,training_pool
1911,1,locked_holdout
1912,1,training_pool
1913,1,training_pool
1914,1,training_pool
1915,1,training_pool
1916,1,training_pool
1917,1,training_pool
1918,1,training_pool
1919,1,locked_holdout
1920,1,training_pool
1921,1,training_pool
1922,1,locked_holdout
1923,1,training_pool
1924,1,training_pool
1925,1,training_pool
1926,1,training_pool
1927,1,training_pool
1928,1,training_pool
1929,1,training_pool
1930,1,training_pool
1931,1,training_pool
1932,1,training_pool
1933,1,training_pool
1934,1,training_pool
1935,1,training_pool
1936,1,training_pool
1937,1,training_pool
1938,1,training_pool
1939,1,locked_holdout
1940,1,training_pool
1941,1,training_pool
1942,1,training_pool
1943,1,training_pool
1944,1,training_pool
1945,1,training_pool
1946,1,training_pool
1947,1,training_pool
1948,1,locked_holdout
1949,1,training_pool
1950,1,locked_holdout
1951,1,training_pool
1952,1,locked_holdout
1953,1,training_pool
1954,1,training_pool
1955,1,training_pool
1956,1,locked_holdout
1957,1,training_pool
1958,1,training_pool
1959,1,training_pool
1960,1,training_pool
1961,1,training_pool
1962,1,training_pool
1963,1,training_pool
1964,1,training_pool
1965,1,training_pool
1966,1,training_pool
1967,1,training_pool
1968,1,training_pool
1969,1,training_pool
1970,1,training_pool
1971,1,locked_holdout
1972,1,training_pool
1973,1,training_pool
1974,1,training_pool
1975,1,training_pool
1976,1,training_pool
1977,1,training_pool
1978,1,training_pool
1979,1,locked_holdout
1980,1,training_pool
1981,1,training_pool
1982,1,training_pool
1983,1,training_pool
1984,1,training_pool
1985,1,training_pool
1986,1,training_pool
1987,1,training_pool
1988,1,training_pool
1989,1,training_pool
1990,1,training_pool
1991,1,training_pool
1992,1,training_pool
1993,1,training_pool
1994,1,training_pool
1995,1,locked_holdout
1996,1,locked_holdout
1997,1,locked_holdout
1998,1,training_pool
1999,1,locked_holdout
2000,1,training_pool
2001,1,training_pool
2002,1,training_pool
2003,1,locked_holdout
2004,1,training_pool
2005,1,training_pool
2006,1,training_pool
2007,1,training_pool
2008,1,training_pool
2009,1,training_pool
2010,1,training_pool
2011,1,training_pool
2012,1,training_pool
2013,1,training_pool
2014,1,training_pool
2015,1,training_pool
2016,1,training_pool
2017,1,training_pool
2018,1,training_pool
2019,1,training_pool
2020,1,training_pool
2021,1,training_pool
2022,1,locked_holdout
2023,1,locked_holdout
2024,1,training_pool
2025,1,locked_holdout
2026,1,training_pool
2027,1,training_pool
2028,1,training_pool
2029,1,training_pool
2030,1,training_pool
2031,1,locked_holdout
2032,1,training_pool
2033,1,training_pool
2034,1,training_pool
2035,1,training_pool
2036,1,training_pool
2037,1,locked_holdout
2038,1,locked_holdout
2039,1,training_pool
2040,1,training_pool
2041,1,training_pool
2042,1,locked_holdout
2043,1,training_pool
2044,1,training_pool
2045,1,locked_holdout
2046,1,training_pool
2047,1,locked_holdout
2048,1,training_pool
2049,1,training_pool
2050,0,training_pool
2051,0,training_pool
2052,0,training_pool
2053,0,training_pool
2054,0,training_pool
2055,0,training_pool
2056,0,locked_holdout
2057,0,training_pool
2058,0,training_pool
2059,0,training_pool
2060,0,training_pool
2061,0,training_pool
2062,0,training_pool
2063,0,locked_holdout
2064,0,training_pool
2065,0,training_pool
2066,0,training_pool
2067,0,training_pool
2068,0,training_pool
2069,0,locked_holdout
2070,0,training_pool
2071,0,training_pool
2072,0,training_pool
2073,0,training_pool
2074,0,training_pool
2075,0,training_pool
2076,0,training_pool
2077,0,training_pool
2078,0,training_pool
2079,0,training_pool
2080,0,training_pool
2081,0,training_pool
2082,0,training_pool
2083,0,locked_holdout
2084,0,training_pool
2085,0,training_pool
2086,0,locked_holdout
2087,0,locked_holdout
2088,0,training_pool
2089,0,training_pool
2090,0,training_pool
2091,0,training_pool
2092,0,training_pool
2093,0,locked_holdout
2094,0,training_pool
2095,0,training_pool
2096,0,training_pool
2097,0,training_pool
2098,0,training_pool
2099,0,locked_holdout
2100,0,training_pool
2101,0,training_pool
2102,0,training_pool
2103,0,training_pool
2104,0,training_pool
2105,0,training_pool
2106,0,locked_holdout
2107,0,training_pool
2108,0,training_pool
2109,0,training_pool
2110,0,training_pool
2111,0,locked_holdout
2112,0,training_pool
2113,0,training_pool
2114,0,training_pool
2115,0,training_pool
2116,0,training_pool
2117,0,training_pool
2118,0,training_pool
2119,0,locked_holdout
2120,0,training_pool
2121,0,training_pool
2122,0,locked_holdout
2123,0,training_pool
2124,0,training_pool
2125,0,training_pool
2126,0,locked_holdout
2127,0,training_pool
2128,0,training_pool
2129,0,training_pool
2130,0,training_pool
2131,0,locked_holdout
2132,0,training_pool
2133,0,training_pool
2134,0,training_pool
2135,0,training_pool
2136,0,training_pool
2137,0,training_pool
2138,0,training_pool
2139,0,training_pool
2140,0,training_pool
2141,0,training_pool
2142,0,locked_holdout
2143,0,training_pool
2144,0,training_pool
2145,0,training_pool
2146,0,training_pool
2147,0,training_pool
2148,0,training_pool
2149,0,training_pool
2150,0,training_pool
2151,0,training_pool
2152,0,training_pool
2153,0,training_pool
2154,0,training_pool
2155,0,training_pool
2156,0,training_pool
2157,0,training_pool
2158,0,locked_holdout
2159,0,training_pool
2160,0,locked_holdout
2161,0,training_pool
2162,0,locked_holdout
2163,0,training_pool
2164,0,training_pool
2165,0,training_pool
2166,0,training_pool
2167,0,training_pool
2168,0,training_pool
2169,0,locked_holdout
2170,0,training_pool
2171,0,training_pool
2172,0,training_pool
2173,0,training_pool
2174,0,training_pool
2175,0,training_pool
2176,0,training_pool
2177,0,locked_holdout
2178,0,training_pool
2179,0,training_pool
2180,0,training_pool
2181,0,training_pool
2182,0,training_pool
2183,0,locked_holdout
2184,0,training_pool
2185,0,training_pool
2186,0,locked_holdout
2187,0,training_pool
2188,0,training_pool
2189,0,locked_holdout
2190,0,training_pool
2191,0,training_pool
2192,0,locked_holdout
2193,0,training_pool
2194,0,locked_holdout
2195,0,locked_holdout
2196,0,training_pool
2197,0,locked_holdout
2198,0,locked_holdout
2199,0,training_pool
2200,0,training_pool
2201,0,training_pool
2202,0,training_pool
2203,0,training_pool
2204,0,training_pool
2205,0,training_pool
2206,0,training_pool
2207,0,training_pool
2208,0,training_pool
2209,0,training_pool
2210,0,training_pool
2211,0,training_pool
2212,0,locked_holdout
2213,0,training_pool
2214,0,training_pool
2215,0,locked_holdout
2216,0,training_pool
2217,0,training_pool
2218,0,training_pool
2219,0,training_pool
2220,0,training_pool
2221,0,training_pool
2222,0,locked_holdout
2223,0,training_pool
2224,0,training_pool
2225,0,training_pool
2226,0,training_pool
2227,0,locked_holdout
2228,0,locked_holdout
2229,0,training_pool
2230,0,training_pool
2231,0,locked_holdout
2232,0,training_pool
2233,0,locked_holdout
2234,0,training_pool
2235,0,training_pool
2236,0,training_pool
2237,0,locked_holdout
2238,0,training_pool
2239,0,locked_holdout
2240,0,training_pool
2241,0,training_pool
2242,0,training_pool
2243,0,training_pool
2244,0,locked_holdout
2245,0,training_pool
2246,0,training_pool
2247,0,training_pool
2248,0,training_pool
2249,0,training_pool
2250,0,training_pool
2251,0,training_pool
2252,0,training_pool
2253,0,training_pool
2254,0,training_pool
2255,0,training_pool
2256,0,training_pool
2257,0,training_pool
2258,0,training_pool
2259,0,training_pool
2260,0,training_pool
2261,0,training_pool
2262,0,training_pool
2263,0,training_pool
2264,0,training_pool
2265,0,training_pool
2266,0,training_pool
2267,0,training_pool
2268,0,training_pool
2269,0,training_pool
2270,0,training_pool
2271,0,training_pool
2272,0,locked_holdout
2273,0,training_pool
2274,0,training_pool
2275,0,training_pool
2276,0,training_pool
2277,0,training_pool
2278,0,locked_holdout
2279,0,locked_holdout
2280,0,training_pool
2281,0,training_pool
2282,0,training_pool
2283,0,training_pool
2284,0,training_pool
2285,0,training_pool
2286,0,training_pool
2287,0,training_pool
2288,0,locked_holdout
2289,0,training_pool
2290,0,locked_holdout
2291,0,training_pool
2292,0,locked_holdout
2293,0,training_pool
2294,0,training_pool
2295,0,training_pool
2296,0,training_pool
2297,0,training_pool
2298,0,locked_holdout
2299,0,training_pool
2300,1,training_pool
2301,1,training_pool
2302,1,training_pool
2303,1,training_pool
2304,1,locked_holdout
2305,1,training_pool
2306,1,training_pool
2307,1,training_pool
2308,1,locked_holdout
2309,1,locked_holdout
2310,1,training_pool
2311,1,training_pool
2312,1,training_pool
2313,1,training_pool
2314,1,locked_holdout
2315,1,training_pool
2316,1,locked_holdout
2317,1,training_pool
2318,1,locked_holdout
2319,1,training_pool
2320,1,locked_holdout
2321,1,training_pool
2322,1,training_pool
2323,1,training_pool
2324,1,training_pool
2325,1,training_pool
2326,1,locked_holdout
2327,1,training_pool
2328,1,locked_holdout
2329,1,training_pool
2330,1,training_pool
2331,1,training_pool
2332,1,training_pool
2333,1,training_pool
2334,1,locked_holdout
2335,1,training_pool
2336,1,training_pool
2337,1,training_pool
2338,1,training_pool
2339,1,training_pool
2340,1,training_pool
2341,1,locked_holdout
2342,1,training_pool
2343,1,training_pool
2344,1,training_pool
2345,1,training_pool
2346,1,training_pool
2347,1,training_pool
2348,1,training_pool
2349,1,locked_holdout
2350,1,training_pool
2351,1,locked_holdout
2352,1,training_pool
2353,1,locked_holdout
2354,1,training_pool
2355,1,training_pool
2356,1,training_pool
2357,1,training_pool
2358,1,training_pool
2359,1,training_pool
2360,1,training_pool
2361,1,locked_holdout
2362,1,training_pool
2363,1,training_pool
2364,1,training_pool
2365,1,training_pool
2366,1,locked_holdout
2367,1,training_pool
2368,1,training_pool
2369,1,training_pool
2370,1,locked_holdout
2371,1,locked_holdout
2372,1,locked_holdout
2373,1,training_pool
2374,1,training_pool
2375,1,training_pool
2376,1,training_pool
2377,1,training_pool
2378,1,training_pool
2379,1,training_pool
2380,1,training_pool
2381,1,training_pool
2382,1,training_pool
2383,1,training_pool
2384,1,training_pool
2385,1,training_pool
2386,1,training_pool
2387,1,training_pool
2388,1,training_pool
2389,1,training_pool
2390,1,training_pool
2391,1,locked_holdout
2392,1,training_pool
2393,1,locked_holdout
2394,1,training_pool
2395,1,training_pool
2396,1,training_pool
2397,1,training_pool
2398,1,training_pool
2399,1,locked_holdout
2400,1,locked_holdout
2401,1,training_pool
2402,1,training_pool
2403,1,training_pool
2404,1,locked_holdout
2405,1,training_pool
2406,1,locked_holdout
2407,1,training_pool
2408,1,training_pool
2409,1,locked_holdout
2410,1,training_pool
2411,1,training_pool
2412,1,training_pool
2413,1,locked_holdout
2414,1,training_pool
2415,1,locked_holdout
2416,1,training_pool
2417,1,training_pool
2418,1,training_pool
2419,1,training_pool
2420,1,training_pool
2421,1,training_pool
2422,1,training_pool
2423,1,training_pool
2424,1,training_pool
2425,1,locked_holdout
2426,1,training_pool
2427,1,locked_holdout
2428,1,training_pool
2429,1,training_pool
2430,1,training_pool
2431,1,locked_holdout
2432,1,training_pool
2433,1,training_pool
2434,1,training_pool
2435,1,training_pool
2436,1,training_pool
2437,1,training_pool
2438,1,training_pool
2439,1,locked_holdout
2440,1,locked_holdout
2441,1,training_pool
2442,1,training_pool
2443,1,training_pool
2444,1,training_pool
2445,1,training_pool
2446,1,training_pool
2447,1,training_pool
2448,1,training_pool
2449,1,training_pool
2450,1,training_pool
2451,1,training_pool
2452,1,training_pool
2453,1,training_pool
2454,1,training_pool
2455,1,training_pool
2456,1,locked_holdout
2457,1,training_pool
2458,1,training_pool
2459,1,training_pool
2460,0,training_pool
2461,0,training_pool
2462,0,training_pool
2463,0,training_pool
2464,0,training_pool
2465,0,training_pool
2466,0,training_pool
2467,0,training_pool
2468,0,locked_holdout
2469,0,locked_holdout
2470,0,training_pool
2471,0,locked_holdout
2472,0,training_pool
2473,0,training_pool
2474,0,training_pool
2475,0,training_pool
2476,0,training_pool
2477,0,training_pool
2478,0,training_pool
2479,0,training_pool
2480,0,locked_holdout
2481,0,training_pool
2482,0,training_pool
2483,0,locked_holdout
2484,0,training_pool
2485,0,locked_holdout
2486,0,training_pool
2487,0,locked_holdout
2488,0,training_pool
2489,0,training_pool
2490,0,training_pool
2491,0,locked_holdout
2492,0,locked_holdout
2493,0,training_pool
2494,0,training_pool
2495,0,training_pool
2496,0,training_pool
2497,0,training_pool
2498,0,training_pool
2499,0,training_pool
2500,0,training_pool
2501,0,training_pool
2502,0,training_pool
2503,0,training_pool
2504,0,locked_holdout
2505,0,training_pool
2506,0,training_pool
2507,0,training_pool
2508,0,locked_holdout
2509,0,training_pool
2510,0,training_pool
2511,0,training_pool
2512,0,training_pool
2513,0,locked_holdout
2514,0,training_pool
2515,0,training_pool
2516,0,locked_holdout
2517,0,training_pool
2518,0,training_pool
2519,0,training_pool
2520,0,training_pool
2521,0,training_pool
2522,0,training_pool
2523,0,training_pool
2524,0,training_pool
2525,0,locked_holdout
2526,0,training_pool
2527,0,training_pool
2528,0,training_pool
2529,0,locked_holdout
2530,0,training_pool
2531,0,training_pool
2532,0,training_pool
2533,0,training_pool
2534,0,training_pool
2535,0,training_pool
2536,0,training_pool
2537,0,training_pool
2538,0,training_pool
2539,0,training_pool
2540,0,locked_holdout
2541,0,training_pool
2542,0,locked_holdout
2543,0,locked_holdout
2544,0,training_pool
2545,0,locked_holdout
2546,0,training_pool
2547,0,training_pool
2548,0,training_pool
2549,0,training_pool
2550,0,training_pool
2551,0,training_pool
2552,0,locked_holdout
2553,0,locked_holdout
2554,0,training_pool
2555,0,training_pool
2556,0,locked_holdout
2557,0,training_pool
2558,0,training_pool
2559,0,training_pool
2560,0,training_pool
2561,0,training_pool
2562,0,locked_holdout
2563,0,training_pool
2564,0,locked_holdout
2565,0,training_pool
2566,0,training_pool
2567,0,locked_holdout
2568,0,training_pool
2569,0,training_pool
2570,0,training_pool
2571,0,locked_holdout
2572,0,training_pool
2573,0,training_pool
2574,0,training_pool
2575,0,training_pool
2576,0,training_pool
2577,0,locked_holdout
2578,0,training_pool
2579,0,training_pool
2580,0,training_pool
2581,0,training_pool
2582,0,locked_holdout
2583,0,training_pool
2584,0,training_pool
2585,0,training_pool
2586,0,training_pool
2587,0,training_pool
2588,0,training_pool
2589,0,training_pool
2590,0,training_pool
2591,0,training_pool
2592,0,training_pool
2593,0,training_pool
2594,0,locked_holdout
2595,0,training_pool
2596,0,training_pool
2597,0,locked_holdout
2598,0,training_pool
2599,0,training_pool
2600,0,training_pool
2601,0,training_pool
2602,0,training_pool
2603,0,training_pool
2604,0,training_pool
2605,0,training_pool
2606,0,training_pool
2607,0,training_pool
2608,0,locked_holdout
2609,0,training_pool
2610,0,training_pool
2611,0,training_pool
2612,0,training_pool
2613,0,training_pool
2614,0,training_pool
2615,0,training_pool
2616,0,training_pool
2617,0,training_pool
2618,0,training_pool
2619,0,locked_holdout
2620,0,training_pool
2621,0,training_pool
2622,0,training_pool
2623,0,training_pool
2624,0,training_pool
2625,0,training_pool
2626,0,training_pool
2627,0,training_pool
2628,0,training_pool
2629,0,training_pool
2630,0,training_pool
2631,0,training_pool
2632,0,training_pool
2633,0,training_pool
2634,0,locked_holdout
2635,0,training_pool
2636,0,training_pool
2637,0,training_pool
2638,0,training_pool
2639,0,training_pool
2640,0,training_pool
2641,0,training_pool
2642,0,training_pool
2643,0,locked_holdout
2644,0,training_pool
2645,0,training_pool
2646,0,training_pool
2647,0,locked_holdout
2648,0,locked_holdout
2649,0,training_pool
2650,0,training_pool
2651,0,locked_holdout
2652,0,training_pool
2653,0,training_pool
2654,0,training_pool
2655,0,training_pool
2656,0,locked_holdout
2657,0,training_pool
2658,0,training_pool
2659,0,training_pool
2660,0,training_pool
2661,0,training_pool
2662,0,training_pool
2663,0,training_pool
2664,0,training_pool
2665,0,training_pool
2666,0,training_pool
2667,0,training_pool
2668,0,training_pool
2669,0,training_pool
2670,0,training_pool
2671,0,training_pool
2672,0,training_pool
2673,0,training_pool
2674,0,training_pool
2675,0,training_pool
2676,0,locked_holdout
2677,0,training_pool
2678,0,locked_holdout
2679,0,training_pool
2680,0,training_pool
2681,0,training_pool
2682,0,locked_holdout
2683,0,training_pool
2684,0,training_pool
2685,0,locked_holdout
2686,0,training_pool
2687,0,locked_holdout
2688,0,training_pool
2689,0,training_pool
2690,0,locked_holdout
2691,0,training_pool
2692,0,training_pool
2693,0,training_pool
2694,0,locked_holdout
2695,0,training_pool
2696,0,training_pool
2697,0,training_pool
2698,0,training_pool
2699,0,training_pool
2700,0,training_pool
2701,0,locked_holdout
2702,0,locked_holdout
2703,0,training_pool
2704,0,training_pool
2705,0,training_pool
2706,0,training_pool
2707,0,training_pool
2708,0,training_pool
2709,1,training_pool
2710,1,training_pool
2711,1,training_pool
2712,1,training_pool
2713,1,training_pool
2714,1,training_pool
2715,1,locked_holdout
2716,1,training_pool
2717,1,training_pool
2718,1,training_pool
2719,1,training_pool
2720,1,training_pool
2721,1,training_pool
2722,1,training_pool
2723,1,training_pool
2724,1,training_pool
2725,1,training_pool
2726,1,training_pool
2727,1,training_pool
2728,1,locked_holdout
2729,1,locked_holdout
2730,1,training_pool
2731,1,training_pool
2732,1,training_pool
2733,1,training_pool
2734,1,training_pool
2735,1,locked_holdout
2736,1,locked_holdout
2737,1,training_pool
2738,1,locked_holdout
2739,1,training_pool
2740,1,training_pool
2741,1,training_pool
2742,1,training_pool
2743,1,locked_holdout
2744,1,training_pool
2745,1,training_pool
2746,1,locked_holdout
2747,1,locked_holdout
2748,1,locked_holdout
2749,1,training_pool
2750,1,training_pool
2751,1,training_pool
2752,1,training_pool
2753,1,training_pool
2754,1,training_pool
2755,1,training_pool
2756,1,locked_holdout
2757,1,training_pool
2758,1,training_pool
2759,1,locked_holdout
2760,1,locked_holdout
2761,1,training_pool
2762,1,locked_holdout
2763,1,locked_holdout
2764,1,training_pool
2765,1,training_pool
2766,1,training_pool
2767,1,training_pool
2768,1,locked_holdout
2769,1,locked_holdout
2770,1,training_pool
2771,1,training_pool
2772,1,training_pool
2773,1,training_pool
2774,1,training_pool
2775,1,training_pool
2776,1,training_pool
2777,1,locked_holdout
2778,1,training_pool
2779,1,locked_holdout
2780,1,training_pool
2781,1,training_pool
2782,1,training_pool
2783,1,training_pool
2784,1,training_pool
